"ID_Réponse";"ID_Employé";"Q01";"Q02";"Q03";"Q04";"Q05";"Q06";"Q07";"Q08";"Q09";"Q10";"Q11";"Q12"
5295;"252";"Très insatisfait";"Assez bien";"Très lentement";"Assez longue";"Assez bien";"Quelques-unes";"Assez poli";"Peu compétent";"Assez claires";"Peu utile";"Très inférieure";
5296;"164";"Très satisfait";"Extrêmement bien";"Assez rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5297;"154";"Très satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5298;"164";"Très insatisfait";"Pas très bien";"Très lentement";"Très longue";"Assez bien";"Quelques-unes";"Assez poli";"Peu compétent";"Assez claires";"Peu utile";"Très inférieure";
5299;"252";"Très insatisfait";"Pas très bien";"Extrêmement lentement";"Très longue";"Assez bien";"Quelques-unes";"Peu poli";"Peu compétent";"Pas du tout claires";"Peu utile";"Très inférieure";
5300;"154";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5301;"154";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Très bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5302;"031";"Assez satisfait";"Assez bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Assez utile";"Assez supérieure";
5303;"252";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Assez longue";"Assez bien";"Quelques-unes";"Assez poli";"Très compétent";"Très claires";"Assez utile";"Ni supérieure, ni inférieure";
5304;"154";"Ni satisfait, ni insatisfait";"Très bien";"Ni rapidement, ni lentement";"Très longue";"Très bien";"Quelques-unes";"Très poli";"Assez compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5305;"154";"Très satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5306;"154";"Assez satisfait";"Très bien";"Assez rapidement";"Peu longue";"Assez bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5307;"031";"Assez satisfait";"Très bien";"Très rapidement";"Assez longue";"Très bien";"Environ la moitié";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5308;"031";"Très insatisfait";"Assez bien";"Extrêmement lentement";"Très longue";"Pas très bien";"Quelques-unes";"Peu poli";"Pas du tout compétent";"Peu claires";"Assez utile";"Très inférieure";
5309;"164";"Assez insatisfait";"Assez bien";"Assez lentement";"Très longue";"Pas très bien";"Quelques-unes";"Peu poli";"Peu compétent";"Peu claires";"Pas du tout utile";"Très inférieure";
5310;"164";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5311;"164";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5312;"252";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5313;"031";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5314;"164";"Très satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5315;"252";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5316;"164";"Ni satisfait, ni insatisfait";"Assez bien";"Assez rapidement";"Peu longue";"Pas très bien";"Quelques-unes";"Très poli";"Très compétent";"Très claires";"Assez utile";"Ni supérieure, ni inférieure";
5317;"164";"Assez satisfait";"Très bien";"Assez rapidement";"Peu longue";"Assez bien";"La plupart d'entre elles";"Très poli";"Assez compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5318;"252";"Très insatisfait";"Pas très bien";"Extrêmement lentement";"Très longue";"Pas très bien";"Quelques-unes";"Pas du tout poli";"Pas du tout compétent";"Peu claires";"Assez utile";"Très inférieure";
5319;"031";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Assez supérieure";
5320;"252";"Très satisfait";"Extrêmement bien";"Extrêmement rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5321;"031";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5322;"252";"Assez satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5323;"031";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5324;"164";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5325;"164";"Assez satisfait";"Extrêmement bien";"Assez rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5326;"164";"Assez insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Très longue";"Assez bien";"Quelques-unes";"Peu poli";"Assez compétent";"Peu claires";"Pas du tout utile";"Très inférieure";
5327;"154";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5328;"154";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5329;"164";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5330;"154";"Extrêmement insatisfait";"Pas très bien";"Extrêmement lentement";"Très longue";"Pas très bien";"Quelques-unes";"Peu poli";"Peu compétent";"Pas du tout claires";"Pas du tout utile";"Très inférieure";
5331;"164";"Assez satisfait";"Très bien";"Assez rapidement";"Peu longue";"Assez bien";"Environ la moitié";"Extrêmement poli";"Assez compétent";"Assez claires";"Extrêmement utile";"Assez supérieure";
5332;"164";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5333;"154";"Très satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5334;"154";"Très satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5335;"031";"Assez satisfait";"Assez bien";"Assez rapidement";"Assez longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Assez claires";"Très utile";"Assez supérieure";
5336;"031";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5337;"154";"Assez satisfait";"Extrêmement bien";"Assez rapidement";"Assez longue";"Assez bien";"Environ la moitié";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5338;"031";"Assez satisfait";"Extrêmement bien";"Assez rapidement";"Assez longue";"Extrêmement bien";"Environ la moitié";"Assez poli";"Extrêmement compétent";"Assez claires";"Extrêmement utile";"Assez supérieure";
5339;"252";"Assez satisfait";"Assez bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Assez claires";"Très utile";"Ni supérieure, ni inférieure";
5340;"154";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5341;"154";"Très satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Assez supérieure";
5342;"252";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5343;"252";"Très satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Assez supérieure";
5344;"164";"Très satisfait";"Très bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5345;"164";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5346;"031";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5347;"164";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5348;"031";"Assez satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Assez utile";"Assez supérieure";
5349;"252";"Assez satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"Environ la moitié";"Très poli";"Très compétent";"Très claires";"Très utile";"Ni supérieure, ni inférieure";
5350;"031";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5351;"154";"Assez satisfait";"Assez bien";"Assez rapidement";"Assez longue";"Très bien";"Toutes";"Très poli";"Assez compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5352;"164";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5353;"031";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5354;"154";"Très insatisfait";"Assez bien";"Assez lentement";"Assez longue";"Pas du tout bien";"Environ la moitié";"Pas du tout poli";"Peu compétent";"Assez claires";"Pas du tout utile";"Très inférieure";
5355;"164";"Très satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5356;"154";"Très satisfait";"Très bien";"Assez rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Très utile";"Assez supérieure";
5357;"154";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5358;"252";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5359;"164";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5360;"252";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5361;"164";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5362;"154";"Extrêmement satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5363;"164";"Très satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5364;"252";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5365;"031";"Ni satisfait, ni insatisfait";"Très bien";"Assez rapidement";"Très longue";"Assez bien";"Environ la moitié";"Assez poli";"Peu compétent";"Assez claires";"Très utile";"Assez inférieure";
5366;"031";"Très insatisfait";"Assez bien";"Très lentement";"Extrêmement longue";"Pas très bien";"Quelques-unes";"Peu poli";"Peu compétent";"Peu claires";"Peu utile";"Très inférieure";
5367;"154";"Très satisfait";"Très bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5368;"252";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5369;"154";"Très insatisfait";"Assez bien";"Très lentement";"Assez longue";"Pas très bien";"Quelques-unes";"Peu poli";"Peu compétent";"Peu claires";"Pas du tout utile";"Assez inférieure";
5370;"031";"Assez satisfait";"Assez bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"Environ la moitié";"Assez poli";"Très compétent";"Extrêmement claires";"Assez utile";"Assez supérieure";
5371;"252";"Extrêmement insatisfait";"Pas très bien";"Très lentement";"Extrêmement longue";"Pas du tout bien";"Quelques-unes";"Peu poli";"Pas du tout compétent";"Peu claires";"Peu utile";"Très inférieure";"Impossible d'arriver à se comprendre"
5372;"031";"Assez satisfait";"Très bien";"Ni rapidement, ni lentement";"Assez longue";"Assez bien";"Environ la moitié";"Très poli";"Assez compétent";"Assez claires";"Assez utile";"Très supérieure";
5373;"031";"Ni satisfait, ni insatisfait";"Très bien";"Assez lentement";"Très longue";"Assez bien";"Environ la moitié";"Assez poli";"Assez compétent";"Très claires";"Assez utile";"Assez supérieure";
5374;"164";"Assez satisfait";"Très bien";"Assez rapidement";"Peu longue";"Assez bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5375;"164";"Assez insatisfait";"Pas du tout bien";"Ni rapidement, ni lentement";"Très longue";"Assez bien";"Aucune";"Assez poli";"Assez compétent";"Assez claires";"Peu utile";"Assez inférieure";
5376;"154";"Assez satisfait";"Très bien";"Assez rapidement";"Assez longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Assez utile";"Assez supérieure";
5377;"252";"Ni satisfait, ni insatisfait";"Pas très bien";"Ni rapidement, ni lentement";"Peu longue";"Pas très bien";"Quelques-unes";"Assez poli";"Assez compétent";"Très claires";"Peu utile";"Assez inférieure";
5378;"154";"Très insatisfait";"Assez bien";"Assez lentement";"Assez longue";"Pas très bien";"Quelques-unes";"Peu poli";"Pas du tout compétent";"Pas du tout claires";"Peu utile";"Très inférieure";
5379;"154";"Extrêmement insatisfait";"Pas du tout bien";"Extrêmement lentement";"Extrêmement longue";"Pas du tout bien";"Aucune";"Peu poli";"Pas du tout compétent";"Peu claires";"Peu utile";"Très inférieure";
5380;"154";"Très satisfait";"Très bien";"Assez rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5381;"164";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5382;"252";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Assez longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Assez claires";"Assez utile";"Ni supérieure, ni inférieure";
5383;"031";"Très insatisfait";"Pas très bien";"Extrêmement lentement";"Très longue";"Pas très bien";"Quelques-unes";"Assez poli";"Assez compétent";"Pas du tout claires";"Assez utile";"Très inférieure";
5384;"031";"Très satisfait";"Très bien";"Très rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5385;"252";"Assez satisfait";"Assez bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Assez compétent";"Assez claires";"Assez utile";"Assez supérieure";
5386;"031";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Très poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Très supérieure";
5387;"252";"Assez satisfait";"Assez bien";"Assez rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Très claires";"Très utile";"Ni supérieure, ni inférieure";
5388;"252";"Très satisfait";"Très bien";"Assez rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5389;"252";"Assez insatisfait";"Pas très bien";"Assez lentement";"Très longue";"Pas très bien";"Aucune";"Assez poli";"Peu compétent";"Peu claires";"Pas du tout utile";"Ni supérieure, ni inférieure";
5390;"154";"Extrêmement satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5391;"031";"Très insatisfait";"Assez bien";"Très lentement";"Très longue";"Assez bien";"Quelques-unes";"Peu poli";"Peu compétent";"Peu claires";"Peu utile";"Très inférieure";
5392;"252";"Ni satisfait, ni insatisfait";"Très bien";"Assez rapidement";"Assez longue";"Assez bien";"Environ la moitié";"Très poli";"Assez compétent";"Peu claires";"Assez utile";"Ni supérieure, ni inférieure";
5393;"154";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Très longue";"Pas très bien";"Environ la moitié";"Très poli";"Peu compétent";"Assez claires";"Peu utile";"Assez supérieure";
5394;"031";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Assez longue";"Assez bien";"La plupart d'entre elles";"Assez poli";"Assez compétent";"Assez claires";"Peu utile";"Ni supérieure, ni inférieure";
5395;"031";"Très insatisfait";"Pas très bien";"Extrêmement lentement";"Extrêmement longue";"Assez bien";"Quelques-unes";"Assez poli";"Pas du tout compétent";"Peu claires";"Peu utile";"Extrêmement inférieure";
5396;"252";"Très satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5397;"164";"Très satisfait";"Très bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5398;"031";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Extrêmement utile";"Assez supérieure";
5399;"164";"Très satisfait";"Très bien";"Assez rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5400;"031";"Assez insatisfait";"Pas très bien";"Ni rapidement, ni lentement";"Très longue";"Pas très bien";"Quelques-unes";"Assez poli";"Pas du tout compétent";"Pas du tout claires";"Pas du tout utile";"Ni supérieure, ni inférieure";
5401;"252";"Très satisfait";"Très bien";"Extrêmement rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Assez supérieure";
5402;"164";"Ni satisfait, ni insatisfait";"Assez bien";"Assez lentement";"Très longue";"Assez bien";"Environ la moitié";"Peu poli";"Assez compétent";"Très claires";"Assez utile";"Ni supérieure, ni inférieure";
5403;"164";"Ni satisfait, ni insatisfait";"Très bien";"Ni rapidement, ni lentement";"Peu longue";"Assez bien";"Environ la moitié";"Assez poli";"Peu compétent";"Peu claires";"Peu utile";"Assez supérieure";
5404;"154";"Assez satisfait";"Assez bien";"Assez rapidement";"Peu longue";"Très bien";"Toutes";"Très poli";"Assez compétent";"Assez claires";"Très utile";"Assez supérieure";
5405;"164";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5406;"031";"Très insatisfait";"Assez bien";"Extrêmement lentement";"Extrêmement longue";"Pas du tout bien";"Aucune";"Pas du tout poli";"Peu compétent";"Assez claires";"Peu utile";"Très inférieure";
5407;"164";"Très satisfait";"Très bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Assez supérieure";
5408;"252";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Extrêmement utile";"Extrêmement supérieure";
5409;"154";"Très satisfait";"Très bien";"Très rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Très poli";"Très compétent";"Très claires";"Très utile";"Assez supérieure";
5410;"031";"Extrêmement satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"Toutes";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5411;"031";"Assez satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Assez bien";"Toutes";"Assez poli";"Très compétent";"Très claires";"Assez utile";"Assez supérieure";
5412;"252";"Très insatisfait";"Assez bien";"Extrêmement lentement";"Très longue";"Pas très bien";"Quelques-unes";"Peu poli";"Pas du tout compétent";"Pas du tout claires";"Assez utile";"Très inférieure";
5413;"031";"Très satisfait";"Extrêmement bien";"Très rapidement";"Peu longue";"Extrêmement bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Extrêmement supérieure";
5414;"031";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Peu longue";"Très bien";"Toutes";"Très poli";"Très compétent";"Très claires";"Très utile";"Extrêmement supérieure";
5415;"031";"Extrêmement insatisfait";"Pas du tout bien";"Très lentement";"Très longue";"Pas du tout bien";"Quelques-unes";"Peu poli";"Pas du tout compétent";"Peu claires";"Pas du tout utile";"Extrêmement inférieure";
5416;"031";"Assez satisfait";"Extrêmement bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Assez poli";"Extrêmement compétent";"Assez claires";"Très utile";"Assez supérieure";
5417;"164";"Ni satisfait, ni insatisfait";"Pas très bien";"Ni rapidement, ni lentement";"Assez longue";"Pas très bien";"Environ la moitié";"Très poli";"Assez compétent";"Très claires";"Assez utile";"Ni supérieure, ni inférieure";
5418;"252";"Très satisfait";"Extrêmement bien";"Extrêmement rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Assez supérieure";
5419;"031";"Très satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"Toutes";"Très poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Très supérieure";
5420;"164";"Extrêmement satisfait";"Très bien";"Très rapidement";"Peu longue";"Très bien";"Toutes";"Extrêmement poli";"Très compétent";"Très claires";"Très utile";"Très supérieure";
5421;"164";"Assez satisfait";"Très bien";"Ni rapidement, ni lentement";"Assez longue";"Très bien";"Environ la moitié";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Très utile";"Ni supérieure, ni inférieure";
5422;"154";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Très compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
5423;"031";"Très satisfait";"Extrêmement bien";"Assez rapidement";"Pas du tout longue";"Très bien";"La plupart d'entre elles";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Très supérieure";
5424;"031";"Ni satisfait, ni insatisfait";"Assez bien";"Ni rapidement, ni lentement";"Assez longue";"Pas très bien";"Quelques-unes";"Assez poli";"Assez compétent";"Assez claires";"Peu utile";"Assez inférieure";
5425;"164";"Assez satisfait";"Extrêmement bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Assez compétent";"Très claires";"Très utile";"Assez supérieure";
5426;"154";"Assez satisfait";"Assez bien";"Assez rapidement";"Peu longue";"Extrêmement bien";"Environ la moitié";"Très poli";"Assez compétent";"Très claires";"Très utile";"Assez supérieure";
5427;"154";"Extrêmement insatisfait";"Pas très bien";"Extrêmement lentement";"Extrêmement longue";"Pas du tout bien";"Aucune";"Pas du tout poli";"Peu compétent";"Pas du tout claires";"Pas du tout utile";"Extrêmement inférieure";
5428;"154";"Très satisfait";"Très bien";"Extrêmement rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Très claires";"Très utile";"Assez supérieure";
5429;"164";"Très insatisfait";"Assez bien";"Extrêmement lentement";"Très longue";"Pas très bien";"Quelques-unes";"Pas du tout poli";"Peu compétent";"Assez claires";"Peu utile";"Très inférieure";
5430;"031";"Très satisfait";"Extrêmement bien";"Très rapidement";"Pas du tout longue";"Très bien";"Toutes";"Extrêmement poli";"Extrêmement compétent";"Extrêmement claires";"Très utile";"Très supérieure";
5431;"252";"Extrêmement satisfait";"Extrêmement bien";"Extrêmement rapidement";"Pas du tout longue";"Extrêmement bien";"La plupart d'entre elles";"Très poli";"Extrêmement compétent";"Extrêmement claires";"Extrêmement utile";"Extrêmement supérieure";
